ID,Park,Word_count,Sentiment_value,Polarity,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
18815,KNP,5,1,Positive,0,1,0,0,1,0,1,1
18816,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
18817,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
18818,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
18819,KNP,3,2,Positive,0,0,0,1,0,0,0,0
18820,KNP,8,2,Positive,0,2,0,0,2,0,0,0
18821,KNP,18,-2,Negative,0,0,0,2,1,1,1,0
18822,KNP,4,3,Positive,0,1,0,0,2,1,0,1
18823,KNP,15,1,Positive,1,1,1,0,1,0,1,1
18824,KNP,10,0,Neutral,0,0,0,0,0,0,0,0
18825,KNP,13,1,Positive,0,1,0,0,1,0,1,1
18826,KNP,11,2,Positive,0,1,0,0,1,1,0,1
18827,KNP,1,1,Positive,0,0,0,1,0,0,0,0
18828,KNP,33,0,Neutral,0,2,0,1,2,2,1,0
18829,KNP,12,1,Positive,0,0,0,0,1,0,0,0
18830,KNP,19,-1,Negative,1,1,0,1,0,0,0,0
18831,KNP,11,0,Neutral,0,0,0,0,0,0,0,0
18832,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
18833,TMNP,16,1,Positive,0,1,0,0,1,1,1,1
18834,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
18835,TMNP,28,1,Positive,0,0,0,0,1,0,1,0
18836,TMNP,8,1,Positive,0,0,0,0,1,0,0,1
18837,TMNP,2,-1,Negative,0,0,1,0,0,0,0,0
18838,TMNP,13,4,Positive,0,1,0,1,4,1,2,1
18839,KNP,18,2,Positive,0,2,0,0,2,0,0,0
18840,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18841,TMNP,3,1,Positive,0,1,0,0,1,0,0,1
18842,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
18843,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
18844,TMNP,23,2,Positive,0,1,0,0,1,0,1,1
18845,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
18846,TMNP,11,1,Positive,1,1,0,0,0,0,0,1
18847,TMNP,13,0,Neutral,0,0,0,0,0,0,0,0
18848,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
18849,TMNP,21,1,Positive,0,0,0,0,0,0,0,0
18850,TMNP,10,1,Positive,0,1,0,0,1,0,1,0
18851,TMNP,10,0,Neutral,0,0,0,0,0,0,0,0
18852,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
18853,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
18854,TMNP,13,1,Positive,0,0,0,0,1,0,0,0
18855,TMNP,18,0,Neutral,0,0,0,0,0,0,0,0
18856,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
18857,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18858,TMNP,40,3,Positive,0,4,0,0,1,0,0,2
18859,TMNP,26,0,Neutral,0,1,0,0,1,0,0,1
18860,TMNP,7,-2,Negative,0,1,0,2,0,0,0,0
18861,TMNP,7,0,Neutral,0,0,1,0,1,0,0,0
18862,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
18863,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
18864,TMNP,11,0,Neutral,0,0,0,0,0,0,0,0
18865,TMNP,22,0,Neutral,0,0,0,0,0,0,0,0
18866,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
18867,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
18868,TMNP,14,0,Neutral,0,1,0,0,0,0,0,0
18869,TMNP,13,1,Positive,0,1,0,0,1,1,1,1
18870,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18871,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
18872,TMNP,8,1,Positive,0,0,0,0,0,0,0,0
18873,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
18874,TMNP,9,3,Positive,0,2,0,0,2,0,1,3
18875,TMNP,10,-1,Negative,0,0,0,0,0,0,0,0
18876,TMNP,33,7,Positive,0,4,0,0,7,0,2,3
18877,TMNP,25,1,Positive,0,0,0,0,1,0,0,1
18878,TMNP,10,0,Neutral,0,0,0,0,0,0,0,0
18879,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
18880,TMNP,8,1,Positive,0,1,0,0,0,0,0,0
18881,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
18882,TMNP,18,0,Neutral,1,0,0,1,0,0,0,0
18883,TMNP,7,0,Neutral,0,1,0,0,0,0,0,0
18884,TMNP,15,0,Neutral,0,0,0,0,0,0,0,0
18885,TMNP,9,1,Positive,0,0,0,0,0,0,0,0
18886,TMNP,15,0,Neutral,0,0,0,0,0,0,0,0
18887,TMNP,17,2,Positive,0,2,0,0,2,0,2,2
18888,TMNP,18,1,Positive,0,1,0,0,1,0,0,1
18889,TMNP,17,0,Neutral,0,0,0,0,0,0,0,0
18890,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
18891,TMNP,12,3,Positive,0,2,0,0,1,0,1,2
18892,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
18893,TMNP,5,1,Positive,0,1,0,0,1,0,0,0
18894,TMNP,12,0,Neutral,0,0,0,0,0,0,0,0
18895,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18896,TMNP,8,1,Positive,0,1,1,0,1,0,1,1
18897,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18898,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18899,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
18900,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
18901,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
18902,TMNP,1,1,Positive,0,0,0,0,1,0,0,0
18903,TMNP,13,2,Positive,0,1,0,1,2,1,1,0
18904,TMNP,7,1,Positive,0,0,0,0,0,0,0,0
18905,TMNP,36,5,Positive,0,3,0,0,5,1,1,4
18906,TMNP,11,0,Neutral,0,0,0,0,0,0,0,0
18907,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
18908,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
18909,TMNP,11,0,Neutral,0,0,0,0,0,0,0,0
18910,TMNP,25,1,Positive,0,1,0,0,0,0,1,0
18911,TMNP,22,1,Positive,0,1,0,1,1,0,0,0
18912,TMNP,27,1,Positive,0,0,0,0,0,0,0,0
18913,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
18914,TMNP,29,1,Positive,1,2,0,1,2,1,2,2
18915,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
18916,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
18917,KNP,17,-1,Negative,0,0,0,1,0,1,0,0
18918,KNP,12,0,Neutral,0,0,0,0,0,0,0,0
18919,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
18920,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
18921,KNP,6,1,Positive,0,0,0,0,0,0,0,0
18922,KNP,30,1,Positive,0,1,0,0,1,1,1,2
18923,KNP,3,1,Positive,0,0,0,0,0,0,0,0
18924,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
18925,KNP,17,-1,Negative,0,0,0,0,0,0,1,0
18926,KNP,5,1,Positive,0,1,0,0,0,0,0,0
18927,KNP,11,0,Neutral,0,0,0,0,0,0,0,0
18928,KNP,33,5,Positive,0,2,0,0,5,0,1,1
18929,KNP,18,0,Neutral,0,0,0,0,0,0,0,0
18930,KNP,5,1,Positive,0,0,0,0,0,0,0,1
18931,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
18932,KNP,14,-1,Negative,0,0,0,1,1,1,1,0
18933,KNP,34,4,Positive,1,2,1,1,3,0,3,3
18934,KNP,3,1,Positive,0,1,0,0,1,0,1,1
18935,KNP,26,0,Neutral,0,1,0,0,0,1,1,0
18936,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
18937,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
18938,KNP,7,2,Positive,0,1,0,0,1,0,0,1
18939,KNP,16,3,Positive,0,0,0,0,3,0,1,0
18940,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
18941,KNP,10,2,Positive,0,0,0,0,1,0,0,0
18942,KNP,7,-1,Negative,1,0,1,1,0,1,0,0
18943,KNP,28,2,Positive,0,0,0,1,1,0,1,2
18944,KNP,13,2,Positive,1,1,0,1,2,0,0,1
18945,KNP,13,0,Neutral,0,0,1,0,1,0,0,0
18946,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
18947,GRNP,28,4,Positive,0,2,0,0,4,1,0,2
18948,GRNP,9,0,Neutral,0,0,0,0,0,0,0,0
18949,GRNP,6,0,Neutral,0,0,0,0,0,0,0,0
18950,KNP,12,-1,Negative,1,0,0,2,0,0,0,0
18951,KNP,5,2,Positive,0,2,0,0,1,0,0,0
18952,KNP,6,3,Positive,0,2,0,0,3,0,0,0
18953,KNP,13,0,Neutral,0,0,0,0,0,0,0,0
18954,KNP,10,0,Neutral,0,1,0,0,1,0,1,0
18955,KNP,24,7,Positive,0,3,0,0,5,0,1,4
18956,KNP,19,0,Neutral,0,0,0,0,0,0,0,0
18957,KNP,11,1,Positive,0,1,0,0,1,0,1,1
18958,KNP,14,-1,Negative,0,0,0,1,0,1,0,0
18959,KNP,23,1,Positive,0,0,0,0,0,0,0,1
18960,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
18961,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
18962,KNP,2,1,Positive,0,0,0,0,0,0,0,0
18963,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
18964,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
18965,GRNP,45,5,Positive,0,2,0,1,0,1,1,1
18966,GRNP,7,1,Positive,0,0,0,0,1,0,0,0
18967,GRNP,4,0,Neutral,0,0,0,0,0,0,0,0
18968,GRNP,19,-2,Negative,0,0,0,0,0,0,0,0
18969,GRNP,4,-1,Negative,0,0,0,0,0,1,0,0
18970,GRNP,50,-1,Negative,0,0,0,0,0,0,1,0
18971,GRNP,29,1,Positive,0,0,0,0,1,0,1,1
18972,GRNP,32,2,Positive,0,1,0,0,1,0,1,2
18973,GRNP,32,0,Neutral,0,2,0,0,0,0,0,0
18974,GRNP,7,1,Positive,0,1,0,0,1,0,0,0
18975,GRNP,34,0,Neutral,0,0,0,0,0,0,0,1
18976,GRNP,32,2,Positive,0,1,0,0,1,0,0,1
18977,GRNP,18,0,Neutral,0,0,0,0,1,0,0,0
18978,TMNP,20,-2,Negative,0,0,0,1,0,2,0,0
18979,TMNP,16,5,Positive,0,3,0,0,5,0,2,2
18980,TMNP,10,0,Neutral,0,1,0,0,1,0,0,1
18981,TMNP,14,1,Positive,0,2,0,0,1,0,0,0
18982,TMNP,15,2,Positive,0,1,1,0,2,0,1,2
18983,KNP,5,1,Positive,0,1,0,0,1,0,0,1
18984,KNP,3,1,Positive,0,0,0,0,0,0,0,0
18985,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
18986,KNP,23,0,Neutral,1,0,0,2,0,1,0,0
18987,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
18988,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
18989,KNP,12,-1,Negative,0,0,0,1,0,0,0,0
18990,AENP,9,2,Positive,0,2,0,0,2,0,1,1
18991,AENP,2,0,Neutral,0,0,0,0,0,0,0,0
18992,AENP,27,0,Neutral,0,0,0,0,0,0,0,0
18993,AENP,21,0,Neutral,0,0,0,0,0,0,0,0
18994,AENP,29,0,Neutral,0,0,0,0,0,0,0,0
18995,AENP,2,0,Neutral,0,0,0,0,0,0,0,0
18996,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
18997,KNP,27,1,Positive,0,0,0,0,1,0,0,1
18998,KNP,1,-1,Negative,0,1,0,0,0,0,0,0
18999,KNP,18,2,Positive,0,0,0,0,0,0,0,0
19000,KNP,16,0,Neutral,0,0,0,0,0,0,0,0
19001,KNP,31,1,Positive,0,0,0,1,0,1,1,2
19002,KNP,12,1,Positive,0,0,0,0,0,0,0,0
19003,KNP,13,2,Positive,0,1,0,0,2,0,0,1
19004,KNP,23,2,Positive,1,0,0,1,2,0,1,1
19005,KNP,2,1,Positive,0,1,0,0,1,1,1,0
19006,KNP,27,1,Positive,0,0,0,0,0,0,0,1
19007,KNP,6,1,Positive,0,0,0,0,0,0,0,0
19008,KNP,18,1,Positive,0,1,0,1,1,0,0,1
19009,KNP,5,1,Positive,0,1,0,0,1,0,1,1
19010,KNP,19,0,Neutral,0,0,0,0,0,0,0,0
19011,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19012,KNP,8,0,Neutral,0,0,0,0,0,0,0,0
19013,KNP,14,2,Positive,0,1,0,0,1,0,0,2
19014,AENP,4,0,Neutral,0,0,0,0,0,0,0,0
19015,KNP,15,0,Neutral,0,0,0,0,0,0,0,1
19016,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19017,KNP,14,-1,Negative,0,1,0,0,0,0,0,0
19018,KNP,7,1,Positive,0,1,0,0,0,0,0,0
19019,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19020,KNP,13,1,Positive,1,0,0,0,0,0,0,1
19021,KNP,8,0,Neutral,0,0,0,0,0,0,0,0
19022,KNP,44,0,Neutral,0,0,0,1,0,1,0,1
19023,KNP,9,0,Neutral,0,0,0,0,0,0,1,0
19024,KNP,2,1,Positive,0,0,0,0,0,0,0,0
19025,KNP,12,1,Positive,1,0,0,1,1,0,0,0
19026,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19027,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
19028,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19029,KNP,9,0,Neutral,0,0,0,1,0,0,0,0
19030,KNP,38,-1,Negative,0,2,0,1,1,1,1,1
19031,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19032,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19033,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19034,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19035,KNP,5,1,Positive,0,0,0,0,0,0,0,0
19036,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19037,KNP,21,1,Positive,0,0,0,0,0,0,0,0
19038,KNP,17,1,Positive,0,1,0,0,1,0,1,0
19039,KNP,25,0,Neutral,0,0,0,0,0,0,0,0
19040,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19041,KNP,26,1,Positive,0,1,0,0,0,0,0,0
19042,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
19043,KNP,25,0,Neutral,0,0,0,0,0,0,0,0
19044,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19045,KNP,3,0,Neutral,0,0,0,1,0,0,0,0
19046,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19047,KNP,23,0,Neutral,0,0,0,0,1,0,1,0
19048,KNP,23,4,Positive,0,3,0,0,3,0,3,3
19049,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19050,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19051,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19052,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
19053,KNP,42,-1,Negative,0,0,0,2,0,0,0,0
19054,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
19055,KNP,2,0,Neutral,0,1,0,0,0,0,0,0
19056,KNP,8,1,Positive,0,0,0,0,1,0,0,0
19057,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19058,KNP,14,0,Neutral,1,0,1,0,1,0,0,0
19059,KNP,10,0,Neutral,0,0,0,0,0,0,0,1
19060,KNP,16,0,Neutral,0,1,0,1,0,1,0,0
19061,KNP,12,0,Neutral,0,0,0,0,0,0,0,1
19062,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19063,KNP,12,2,Positive,0,0,0,1,1,0,0,0
19064,KNP,40,2,Positive,1,0,0,0,1,0,0,0
19065,KNP,11,0,Neutral,0,0,0,0,0,0,0,0
19066,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19067,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
19068,KNP,50,0,Neutral,1,2,2,1,1,1,0,1
19069,KNP,13,0,Neutral,0,0,1,0,1,0,0,0
19070,KNP,48,1,Positive,0,2,0,0,2,0,1,0
19071,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19072,KNP,12,2,Positive,0,0,0,1,0,0,0,1
19073,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19074,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19075,KNP,8,0,Neutral,0,0,0,0,0,0,0,0
19076,KNP,7,1,Positive,1,0,1,1,2,0,0,1
19077,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19078,KNP,6,0,Neutral,0,0,0,0,0,0,1,0
19079,KNP,20,0,Neutral,0,0,0,0,0,0,0,0
19080,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
19081,KNP,34,0,Neutral,0,1,0,0,0,0,0,0
19082,KNP,44,-1,Negative,1,0,0,2,0,1,0,1
19083,KNP,19,0,Neutral,0,0,0,0,0,0,0,0
19084,KNP,20,1,Positive,0,0,0,0,0,0,0,0
19085,KNP,35,-1,Negative,0,0,0,0,0,1,1,0
19086,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19087,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
19088,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
19089,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19090,KNP,29,6,Positive,0,3,0,0,4,0,3,3
19091,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
19092,KNP,14,3,Positive,0,1,0,0,2,0,1,1
19093,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
19094,KNP,10,2,Positive,0,1,0,1,1,0,1,0
19095,KNP,8,1,Positive,0,1,0,0,1,0,1,1
19096,KNP,25,1,Positive,0,2,0,0,1,1,0,0
19097,KNP,6,1,Positive,0,1,0,0,1,0,0,0
19098,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19099,KNP,12,2,Positive,0,1,0,0,0,0,0,0
19100,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19101,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19102,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
19103,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19104,KNP,8,0,Neutral,0,0,0,0,0,0,0,0
19105,KNP,32,-1,Negative,1,0,0,1,0,1,1,0
19106,KNP,19,0,Neutral,0,0,0,0,0,0,0,0
19107,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19108,KNP,13,0,Neutral,0,0,0,0,0,0,0,0
19109,KNP,26,1,Positive,0,3,0,0,2,1,1,1
19110,KNP,19,0,Neutral,1,0,1,1,0,1,0,0
19111,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
19112,KNP,11,1,Positive,1,1,1,0,2,0,2,1
19113,KNP,5,1,Positive,0,0,0,0,1,0,0,0
19114,KNP,6,1,Positive,0,1,0,0,1,0,1,1
19115,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19116,KNP,12,0,Neutral,0,0,0,0,0,0,0,0
19117,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19118,KNP,13,2,Positive,0,0,0,0,2,0,0,1
19119,KNP,51,4,Positive,1,1,1,2,2,1,1,2
19120,KNP,30,3,Positive,1,1,0,0,1,0,0,1
19121,KNP,11,0,Neutral,0,1,0,0,0,0,0,0
19122,KNP,19,1,Positive,0,1,0,0,1,0,0,0
19123,KNP,6,0,Neutral,0,0,0,1,1,1,0,0
19124,KNP,5,1,Positive,0,1,0,0,0,0,0,0
19125,KNP,5,0,Neutral,0,1,0,0,0,0,0,0
19126,KNP,10,2,Positive,0,0,0,0,2,0,0,0
19127,KNP,12,2,Positive,0,0,0,2,0,1,0,0
19128,KNP,7,-1,Negative,0,0,0,1,0,1,0,0
19129,KNP,19,-1,Negative,1,1,0,1,0,0,1,0
19130,KNP,14,0,Neutral,0,0,0,1,0,1,0,0
19131,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19132,KNP,6,0,Neutral,0,1,0,0,0,0,0,0
19133,KNP,8,1,Positive,0,0,0,0,1,0,0,0
19134,KNP,16,3,Positive,0,3,0,0,3,0,1,2
19135,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19136,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19137,KNP,26,-1,Negative,1,0,1,1,0,1,0,0
19138,KNP,26,-1,Negative,0,0,0,1,0,1,0,0
19139,KNP,29,0,Neutral,0,0,0,0,0,0,0,0
19140,KNP,25,0,Neutral,0,0,0,0,0,0,0,0
19141,KNP,5,1,Positive,0,0,0,1,0,0,0,0
19142,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19143,KNP,23,0,Neutral,0,0,0,0,0,0,0,0
19144,KNP,19,0,Neutral,0,0,0,0,0,0,0,0
19145,KNP,34,1,Positive,0,0,0,0,2,0,2,0
19146,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
19147,KNP,8,2,Positive,0,1,0,0,1,0,0,0
19148,KNP,9,1,Positive,0,1,0,0,1,0,0,0
19149,KNP,2,1,Positive,0,1,0,0,1,0,1,1
19150,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19151,KNP,3,1,Positive,0,0,0,0,1,0,0,0
19152,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19153,KNP,4,1,Positive,0,0,0,0,0,0,0,0
19154,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19155,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19156,KNP,26,0,Neutral,0,0,0,0,0,0,0,0
19157,KNP,26,-2,Negative,1,0,1,1,0,1,0,0
19158,KNP,18,1,Positive,0,1,0,1,1,0,0,1
19159,KNP,16,2,Positive,0,1,0,0,2,0,0,0
19160,KNP,9,1,Positive,0,0,0,0,1,0,0,0
19161,KNP,15,-1,Negative,0,0,0,1,0,1,0,0
19162,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19163,KNP,36,0,Neutral,0,0,0,0,0,0,1,0
19164,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
19165,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
19166,KNP,14,1,Positive,0,2,0,1,1,1,1,0
19167,KNP,12,1,Positive,0,0,0,0,0,0,0,2
19168,KNP,45,0,Neutral,0,0,0,1,0,1,0,1
19169,KNP,15,0,Neutral,0,1,0,0,2,0,2,1
19170,KNP,7,1,Positive,0,0,0,0,1,0,1,1
19171,KNP,4,1,Positive,0,0,0,0,1,0,0,1
19172,KNP,13,-1,Negative,0,1,0,0,0,1,0,0
19173,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
19174,KNP,25,-1,Negative,0,1,0,1,1,2,0,0
19175,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19176,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19177,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
19178,KNP,15,-1,Negative,0,0,0,0,0,0,1,0
19179,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
19180,KNP,3,1,Positive,0,0,0,0,0,0,0,0
19182,KNP,11,1,Positive,0,1,0,0,1,1,0,1
19183,KNP,34,3,Positive,0,3,0,0,2,0,2,2
19184,KNP,28,1,Positive,1,0,1,1,0,0,0,0
19185,KNP,31,3,Positive,0,3,0,0,3,0,3,1
19186,KNP,14,0,Neutral,0,0,0,0,0,0,0,0
19187,KNP,17,1,Positive,1,1,1,0,1,0,1,1
19188,KNP,20,0,Neutral,0,0,0,0,0,0,0,0
19189,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19190,KNP,7,1,Positive,0,1,0,0,1,0,0,1
19191,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
19192,KNP,8,0,Neutral,0,1,0,1,0,1,0,0
19193,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
19194,KNP,31,2,Positive,1,2,1,1,1,0,1,1
19195,KNP,6,1,Positive,0,0,0,0,1,0,0,0
19196,KNP,30,0,Neutral,0,0,0,0,0,0,0,0
19197,KNP,28,2,Positive,0,0,0,0,1,0,1,0
19198,KNP,28,2,Positive,1,2,1,1,2,0,2,1
19199,KNP,27,0,Neutral,0,0,0,0,0,0,0,0
19200,KNP,25,1,Positive,0,0,0,0,1,0,0,0
19201,KNP,30,1,Positive,0,0,0,1,1,0,0,0
19202,KNP,22,0,Neutral,0,0,0,0,0,0,0,0
19203,KNP,25,-1,Negative,1,0,1,1,0,1,0,0
19204,KNP,12,1,Positive,0,1,0,0,0,0,0,0
19205,KNP,36,4,Positive,0,1,2,3,2,2,0,2
19206,KNP,11,0,Neutral,1,0,0,0,0,0,0,0
19207,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
19208,KNP,13,2,Positive,0,2,0,0,1,0,0,0
19209,KNP,6,2,Positive,0,2,0,0,2,0,1,1
19210,KNP,11,1,Positive,0,0,0,0,0,0,0,0
19211,KNP,5,-2,Negative,0,1,1,1,0,0,0,0
19212,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19213,KNP,10,0,Neutral,0,0,0,0,0,0,0,0
19214,KNP,22,1,Positive,0,1,0,0,1,0,1,1
19215,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
19216,TMNP,13,0,Neutral,0,0,0,0,0,0,0,0
19217,TMNP,7,0,Neutral,0,1,0,0,0,0,0,0
19218,TMNP,20,0,Neutral,0,0,0,0,0,0,0,0
19219,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
19220,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
19221,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
19222,TMNP,26,1,Positive,0,0,0,0,0,0,0,0
19223,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
19224,TMNP,5,2,Positive,0,1,0,0,2,0,1,2
19225,TMNP,7,-1,Negative,0,0,0,1,0,1,0,0
19226,TMNP,13,1,Positive,0,0,0,0,0,0,0,0
19227,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
19228,KNP,19,1,Positive,0,0,0,1,1,0,0,1
19229,KNP,8,0,Neutral,0,0,0,0,0,0,0,1
19230,KNP,18,1,Positive,0,1,0,0,0,0,0,0
19231,KNP,26,0,Neutral,0,0,0,0,0,0,0,0
19232,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
19233,KNP,14,0,Neutral,0,1,0,1,1,1,0,1
19234,KNP,16,4,Positive,0,3,0,0,5,0,2,2
19235,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
19236,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
19237,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
19238,TMNP,1,1,Positive,0,1,0,0,1,0,0,1
19239,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
19240,TMNP,6,1,Positive,0,0,0,0,1,0,0,1
19241,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
19242,TMNP,10,1,Positive,0,0,0,0,1,0,0,1
19243,TMNP,10,1,Positive,0,2,0,0,0,0,0,0
19244,TMNP,9,-1,Negative,1,0,0,1,0,0,0,0
19245,TMNP,14,1,Positive,0,0,0,0,1,0,0,1
19246,TMNP,20,2,Positive,0,1,0,0,2,0,1,1
19247,TMNP,27,0,Neutral,0,0,0,0,0,0,1,0
19248,TMNP,6,2,Positive,0,2,0,0,2,0,2,2
19249,TMNP,46,1,Positive,2,2,0,1,3,2,2,2
19250,TMNP,11,0,Neutral,0,0,0,0,0,0,0,0
19251,TMNP,5,1,Positive,0,0,0,0,0,0,0,0
